,Book_Name,Publishing_Year,Author,gross_sales,publisher_revenue,sale_price,Publisher_,units_sold,Master_Genre,Master_Sub_Genre,Trope_1,Trope_2,Trope_3,Trope_4,Trope_5,Trope_6,Trope_7,Trope_8
474,THE MINIATURIST,2014.0,JESSIE BURTON,224.87,134.922,1.99,HARPERCOLLINS PUBLISHERS,2862,FICTION,MYSTERY,ADULT,HISTORICAL,FANTASY,MAGICAL REALISM,BOOKCLUB,,,AUDIOBOOK
475,LITTLE EARTHQUAKES,2004.0,JENNIFER WEINER,1072.5,643.5,7.5,RANDOM HOUSE LLC,3861,FICTION,ROMANCE,ADULT,CHICKLIT,CONTEMPORARY,HUMOR,WOMENSFICTION,NOVELS,,AUDIOBOOK
476,THE GOLDEN LILY,2012.0,RICHELLE MEAD,1230.88,738.528,10.99,PENGUIN GROUP  USA  LLC,4440,FICTION,ROMANCE,FANTASY,YOUNG ADULT,VAMPIRES,PARANORMAL,URBAN,MAGIC,SUPERNATURAL,
477,LEVIATHAN WAKES,2011.0,JAMES S A  COREY,1689.48,1013.688,14.44,HARPERCOLLINS PUBLISHERS,33048,FICTION,MYSTERY,ADULT,SCIENCE FICTION,SPACEOPERA,SPACE,FANTASY,HORROR,,AUDIOBOOK
478,DISCLOSURE,1994.0,MICHAEL CRICHTON,854.93,512.958,7.99,RANDOM HOUSE LLC,107,FICTION,MYSTERY,CONTEMPORARY,THRILLER,SUSPENSE,SCIENCE FICTION,MYSTERY THRILLER,NOVELS,ADVENTURE,ACTION
479,HEARTS IN ATLANTIS,1999.0,STEPHEN KING,216.91,130.146,1.99,MACMILLAN,4240,FICTION,MYSTERY,FANTASY,HORROR,SHORT STORIES,THRILLER,SUSPENSE,SUPERNATURAL,HISTORICAL,WAR
480,HEIR OF FIRE,2014.0,SARAH J  MAAS,163.35,98.01,0.99,HACHETTE BOOK GROUP,4455,FICTION,ROMANCE,FANTASY,YOUNG ADULT,MAGIC,FAE,HIGH,NEWADULT,ADVENTURE,
481,THE FALL OF HYPERION,1990.0,DAN SIMMONS,641.3,384.78,5.83,SIMON AND SCHUSTER DIGITAL SALES INC,4280,FICTION,HORROR,FANTASY,SCIENCE FICTION,SPACEOPERA,TIMETRAVEL,SPACE,SPECULATIVEFICTION,,AUDIOBOOK
482,BLOODLINES,2011.0,RICHELLE MEAD,413.82,248.292,0.99,MACMILLAN,418,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,VAMPIRES,HORROR,SUPERNATURAL,URBAN,
483,AN EMBER IN THE ASHES,2015.0,SABAA TAHIR,603.9,362.34,5.49,HARPERCOLLINS PUBLISHERS,4320,FICTION,ROMANCE,FANTASY,YOUNG ADULT,DYSTOPIA,HIGH,MAGIC,ADVENTURE,,AUDIOBOOK
484,CRESS,2014.0,MARISSA MEYER,1154.14,692.484,2.99,MACMILLAN,386,FICTION,ROMANCE,FANTASY,YOUNG ADULT,SCIENCE FICTION,RETELLINGS,DYSTOPIA,FAIRYTALES,ADVENTURE,AUDIOBOOK
485,THE TOMMYKNOCKERS,1987.0,STEPHEN KING,790.68,0.0,5.99,AMAZON DIGITAL SERVICES   INC ,50760,FICTION,HORROR,FANTASY,SCIENCE FICTION,THRILLER,ALIENS,SUPERNATURAL,SUSPENSE,PARANORMAL,AUDIOBOOK
486,THE AWAKENING,1899.0,KATE CHOPIN,371.25,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,375,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,URBAN,SUPERNATURAL,MAGIC,WEREWOLVES,GHOSTS
487,THE AWAKENING,2009.0,KELLEY ARMSTRONG,761.1,456.66,6.45,SIMON AND SCHUSTER DIGITAL SALES INC,36072,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,URBAN,SUPERNATURAL,MAGIC,WEREWOLVES,GHOSTS
488,THE STORY OF ART,1950.0,E H  GOMBRICH,15058.27,9034.962,8.59,HACHETTE BOOK GROUP,1753,NONFICTION,HISTORY,CLASSICS,ART,ARTHISTORY,REFERENCE,DESIGN,ARCHITECTURE,ARTDESIGN,CULTURAL
489,CHANGE OF HEART,2008.0,JODI PICOULT,990.35,594.21,6.83,SIMON AND SCHUSTER DIGITAL SALES INC,3915,FICTION,CONTEMPORARY,ADULT,CHICKLIT,DRAMA,REALISTIC,NOVELS,RELIGION,,AUDIOBOOK
490,HEIST SOCIETY,2010.0,ALLY CARTER,854.93,512.958,7.99,RANDOM HOUSE LLC,107,FICTION,ROMANCE,YOUNG ADULT,MYSTERY,CONTEMPORARY,ADVENTURE,TEEN,CRIME,CHICKLIT,REALISTIC
491,DREAMCATCHER,2001.0,STEPHEN KING  WILLIAM OLIVIER DESMOND,1576.84,0.0,4.99,AMAZON DIGITAL SERVICES   INC ,316,FICTION,MYSTERY,FANTASY,HORROR,SCIENCE FICTION,THRILLER,ALIENS,SUPERNATURAL,PARANORMAL,SUSPENSE
492,SH T MY DAD SAYS,2010.0,JUSTIN HALPERN,2775.0,1665.0,7.5,HACHETTE BOOK GROUP,370,NONFICTION,BIOGRAPHY,ADULT,HUMOR,MEMOIR,COMEDY,FAMILY,BIOGRAPHYMEMOIR,AUTOBIOGRAPHY,AUDIOBOOK
493,REACHED,2012.0,ALLY CONDIE,155.43,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,4239,FICTION,ROMANCE,FANTASY,YOUNG ADULT,DYSTOPIA,SCIENCE FICTION,TEEN,ADVENTURE,POSTAPOCALYPTIC,AUDIOBOOK
494,ABHORSEN,2003.0,GARTH NIX,1519.83,911.898,12.99,AMAZON DIGITAL SERVICES   INC ,33696,FICTION,SCIENCE FICTION,FANTASY,YOUNG ADULT,MAGIC,ADVENTURE,HIGH,TEEN,,AUDIOBOOK
495,FREEDOM,2010.0,JONATHAN FRANZEN,6871.4,4122.84,7.99,RANDOM HOUSE LLC,860,FICTION,LITERARY FICTION,ADULT,CONTEMPORARY,NOVELS,LITERATURE,AMERICAN,FAMILY,THEUNITEDSTATESOFAMERICA,AUDIOBOOK
496,THE LAST JUROR,2004.0,JOHN GRISHAM,970.67,582.402,8.59,PENGUIN GROUP  USA  LLC,2862,FICTION,MYSTERY,ADULT,THRILLER,CRIME,LEGALTHRILLER,SUSPENSE,MYSTERY THRILLER,LAW,NOVELS
497,A DIRTY JOB,2006.0,CHRISTOPHER MOORE,127.71,76.626,0.99,AMAZON DIGITAL SERVICES   INC ,48168,FICTION,HORROR,ADULT,HUMOR,FANTASY,COMEDY,PARANORMAL,URBAN,SUPERNATURAL,AUDIOBOOK
498,PATRIOT GAMES,1987.0,TOM CLANCY,6079.85,0.0,5.99,AMAZON DIGITAL SERVICES   INC ,1015,FICTION,MYSTERY,ADVENTURE,THRILLER,SUSPENSE,ESPIONAGE,ACTION,MILITARYFICTION,MYSTERY THRILLER,SPYTHRILLER
499,THE UNLIKELY PILGRIMAGE OF HAROLD FRY,2012.0,RACHEL JOYCE,3694.6,2216.76,12.74,HACHETTE BOOK GROUP,290,FICTION,LITERARY FICTION,ADULT,CONTEMPORARY,BOOKCLUB,BRITISH LITERATURE,NOVELS,TRAVEL,,AUDIOBOOK
500,I AM PILGRIM,2013.0,TERRY HAYES,573.85,344.31,4.99,AMAZON DIGITAL SERVICES   INC ,2916,FICTION,MYSTERY,NOVELS,THRILLER,CRIME,MYSTERY THRILLER,SUSPENSE,ESPIONAGE,ACTION,AUDIOBOOK
501,EMPIRE FALLS,2001.0,RICHARD RUSSO,586.04,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,5292,FICTION,LITERARY FICTION,ADULT,CONTEMPORARY,LITERATURE,NOVELS,BOOKCLUB,AMERICAN,,AUDIOBOOK
502,MOON CALLED,2006.0,PATRICIA BRIGGS,350.24,0.0,1.99,AMAZON DIGITAL SERVICES   INC ,4752,FICTION,ROMANCE,FANTASY,URBAN,PARANORMAL,VAMPIRES,WEREWOLVES,SHAPE SHIFTERS,SUPERNATURAL,
503,THE WOMAN IN CABIN 10,2016.0,RUTH WARE,109.89,65.934,0.99,AMAZON DIGITAL SERVICES   INC ,4400,FICTION,MYSTERY,ADULT,THRILLER,MYSTERY THRILLER,SUSPENSE,CRIME,CONTEMPORARY,,AUDIOBOOK
504,PRETTY LITTLE LIARS,2006.0,SARA SHEPARD,15968.0,0.0,4.99,AMAZON DIGITAL SERVICES   INC ,3200,FICTION,ROMANCE,YOUNG ADULT,MYSTERY,CONTEMPORARY,CHICKLIT,THRILLER,TEEN,REALISTIC,MYSTERY THRILLER
505,THE INDIAN IN THE CUPBOARD,1980.0,LYNNE REID BANKS,450.87,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,2889,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,CLASSICS,MIDDLE GRADE,JUVENILE,ADVENTURE,SCHOOL,CHAPTERBOOKS
506,MAGYK,2005.0,ANGIE SAGE,343.85,206.31,2.99,AMAZON DIGITAL SERVICES   INC ,2916,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MAGIC,MIDDLE GRADE,ADVENTURE,HIGH,,AUDIOBOOK
507,LEAVING TIME,2014.0,JODI PICOULT,175.23,105.138,0.99,AMAZON DIGITAL SERVICES   INC ,4779,FICTION,MYSTERY,ADULT,CONTEMPORARY,CHICKLIT,PARANORMAL,ANIMALS,DRAMA,,AUDIOBOOK
508,THE BONESETTER S DAUGHTER,2001.0,AMY TAN,263.34,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,266,FICTION,HISTORICAL,ADULT,CHINA,ASIA,CONTEMPORARY,ASIANLITERATURE,NOVELS,,AUDIOBOOK
509,A VISIT FROM THE GOON SQUAD,2010.0,JENNIFER EGAN,4690.6,2814.36,4.99,MACMILLAN,940,FICTION,LITERARY FICTION,ADULT,CONTEMPORARY,MUSIC,SHORT STORIES,NOVELS,LITERATURE,BOOKCLUB,
510,DOLORES CLAIBORNE,1992.0,STEPHEN KING  DOMINIQUE DILL,661.38,396.828,4.38,AMAZON DIGITAL SERVICES   INC ,4077,FICTION,MYSTERY,ADULT,HORROR,THRILLER,SUSPENSE,CRIME,MYSTERY THRILLER,DRAMA,AUDIOBOOK
511,PRIDE AND PREJUDICE AND ZOMBIES,2009.0,SETH GRAHAME SMITH  JANE AUSTEN,615.02,369.012,3.82,AMAZON DIGITAL SERVICES   INC ,4347,FICTION,ROMANCE,FANTASY,HORROR,ZOMBIES,HUMOR,CLASSICS,HISTORICAL,PARANORMAL,
512,TRIPWIRE,1999.0,LEE CHILD,316.94,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,106,FICTION,MYSTERY,ADVENTURE,THRILLER,CRIME,ACTION,SUSPENSE,MYSTERY THRILLER,DETECTIVE,AUDIOBOOK
513,THE SILENT WIFE,2013.0,A S A  HARRISON,784.16,470.496,6.76,AMAZON DIGITAL SERVICES   INC ,28728,FICTION,MYSTERY,ADULT,THRILLER,MYSTERY THRILLER,SUSPENSE,PSYCHOLOGICALTHRILLER,CONTEMPORARY,CRIME,AUDIOBOOK
514,THIS IS WHERE I LEAVE YOU,2009.0,JONATHAN TROPPER,346.5,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,350,FICTION,LITERARY FICTION,ADULT,HUMOR,CONTEMPORARY,FAMILY,BOOKCLUB,NOVELS,,AUDIOBOOK
515,BEAUTIFUL CHAOS,2011.0,KAMI GARCIA  MARGARET STOHL  PAZ PRUNEDA,222.88,133.728,1.99,HACHETTE BOOK GROUP,4400,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,MAGIC,SUPERNATURAL,WITCHES,URBAN,
516,EXTRAS,2006.0,SCOTT WESTERFELD,110.88,66.528,0.99,AMAZON DIGITAL SERVICES   INC ,2862,FICTION,ROMANCE,FANTASY,YOUNG ADULT,DYSTOPIA,SCIENCE FICTION,TEEN,ADVENTURE,POSTAPOCALYPTIC,FUTURISTIC
517,THE CONSTANT PRINCESS,2005.0,PHILIPPA GREGORY,3564.05,2138.43,5.99,PENGUIN GROUP  USA  LLC,595,FICTION,ROMANCE,ADULT,HISTORICAL,TUDORPERIOD,BRITISH LITERATURE,HISTORICALROMANCE,,,AUDIOBOOK
518,TALES OF A FOURTH GRADE NOTHING,1972.0,JUDY BLUME,508.3,304.98,2.99,PENGUIN GROUP  USA  LLC,4590,FICTION,CHILDRENS,YOUNG ADULT,MIDDLE GRADE,REALISTIC,HUMOR,CLASSICS,CHAPTERBOOKS,JUVENILE,SCHOOL
519,THE ERSATZ ELEVATOR,2001.0,LEMONY SNICKET  BRETT HELQUIST,230.84,138.504,1.99,RANDOM HOUSE LLC,31104,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MIDDLE GRADE,MYSTERY,ADVENTURE,HUMOR,JUVENILE,AUDIOBOOK
520,THE SNOWY DAY,1962.0,EZRA JACK KEATS,1170.0,702.0,10.0,AMAZON DIGITAL SERVICES   INC ,32832,FICTION,CHILDRENS,CLASSICS,PICTURE BOOKS,REALISTIC,AFRICANAMERICAN,STORYTIME,CULTURAL,ADVENTURE,KIDS
521,DEAD WAKE  THE LAST CROSSING OF THE LUSITANIA,2015.0,ERIK LARSON,930.35,558.21,8.09,PENGUIN GROUP  USA  LLC,2916,NONFICTION,BIOGRAPHY,ADULT,HISTORY,HISTORICAL,WAR,WORLDWARI,AMERICANHISTORY,BOOKCLUB,AUDIOBOOK
522,THE CARNIVOROUS CARNIVAL,2002.0,LEMONY SNICKET  BRETT HELQUIST,105.93,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,107,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MIDDLE GRADE,MYSTERY,ADVENTURE,HUMOR,JUVENILE,AUDIOBOOK
523,HER FEARFUL SYMMETRY,2009.0,AUDREY NIFFENEGGER,416.9,250.14,3.79,HARPERCOLLINS PUBLISHERS,4280,FICTION,MYSTERY,ADULT,FANTASY,PARANORMAL,CONTEMPORARY,GHOSTS,SUPERNATURAL,MAGICAL REALISM,
524,PROVEN GUILTY,2006.0,JIM BUTCHER,778.62,467.172,6.83,SIMON AND SCHUSTER DIGITAL SALES INC,2889,FICTION,MYSTERY,FANTASY,URBAN,PARANORMAL,MAGIC,SUPERNATURAL,VAMPIRES,SCIENCE FICTION,AUDIOBOOK
525,THE BEST OF ME,2010.0,NICHOLAS SPARKS,307.89,184.734,0.99,AMAZON DIGITAL SERVICES   INC ,311,FICTION,ROMANCE,ADULT,CHICKLIT,CONTEMPORARY,DRAMA,LOVE,,,AUDIOBOOK
526,CITY OF HEAVENLY FIRE,2014.0,CASSANDRA CLARE,6676.62,0.0,4.99,AMAZON DIGITAL SERVICES   INC ,1338,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,URBAN,VAMPIRES,ANGELS,MAGIC,
527,THE BLACK ECHO,1992.0,MICHAEL CONNELLY,1274.56,764.736,5.69,AMAZON DIGITAL SERVICES   INC ,6048,FICTION,MYSTERY,NOVELS,CRIME,THRILLER,MYSTERY THRILLER,DETECTIVE,SUSPENSE,MURDERMYSTERY,AUDIOBOOK
528,TORMENT,2010.0,LAUREN KATE,5705.7,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,1430,FICTION,ROMANCE,FANTASY,VAMPIRES,PARANORMAL,HORROR,YOUNG ADULT,WITCHES,DEMONS,ANGELS
529,UGLY LOVE,2014.0,COLLEEN HOOVER,808.65,485.19,5.99,RANDOM HOUSE LLC,52488,FICTION,ROMANCE,ADULT,CONTEMPORARY,NEWADULT,CHICKLIT,YOUNG ADULT,LOVE,,AUDIOBOOK
530,SURVIVOR,1999.0,CHUCK PALAHNIUK,192.06,115.236,0.99,HARPERCOLLINS PUBLISHERS,5238,FICTION,HORROR,CONTEMPORARY,NOVELS,THRILLER,HUMOR,AMERICAN,LITERATURE,DARK,AUDIOBOOK
531,SAVING CEECEE HONEYCUTT,2010.0,BETH HOFFMAN  JENNA LAMIA,316.94,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,106,FICTION,HISTORICAL,ADULT,CHICKLIT,SOUTHERN,COMING OF AGE,YOUNG ADULT,BOOKCLUB,,AUDIOBOOK
532,THE MISERABLE MILL,2000.0,LEMONY SNICKET  BRETT HELQUIST,1395.73,837.438,10.99,PENGUIN GROUP  USA  LLC,46872,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MIDDLE GRADE,MYSTERY,ADVENTURE,HUMOR,JUVENILE,AUDIOBOOK
533,THE SIGNATURE OF ALL THINGS,2012.0,ELIZABETH GILBERT,232.83,139.698,1.99,AMAZON DIGITAL SERVICES   INC ,32400,FICTION,LITERARY FICTION,ADULT,HISTORICAL,NATURE,NOVELS,BOOKCLUB,,,AUDIOBOOK
534,NIGHTS IN RODANTHE,2002.0,NICHOLAS SPARKS,5603.77,3362.262,4.99,AMAZON DIGITAL SERVICES   INC ,1123,FICTION,ROMANCE,ADULT,CHICKLIT,CONTEMPORARY,LOVE,DRAMA,NOVELS,,
535,THINNER,1984.0,RICHARD BACHMAN  STEPHEN KING,1659.45,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,555,FICTION,MYSTERY,FANTASY,HORROR,THRILLER,SUPERNATURAL,PARANORMAL,SUSPENSE,NOVELS,AUDIOBOOK
536,THE DARKEST MINDS,2012.0,ALEXANDRA BRACKEN,620.21,372.126,5.69,HACHETTE BOOK GROUP,4240,FICTION,ROMANCE,FANTASY,YOUNG ADULT,DYSTOPIA,SCIENCE FICTION,PARANORMAL,ADVENTURE,SUPERNATURAL,
537,MANIAC MAGEE,1990.0,JERRY SPINELLI,777.4,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,260,FICTION,CHILDRENS,YOUNG ADULT,MIDDLE GRADE,REALISTIC,SCHOOL,CLASSICS,READ FOR SCHOOL,JUVENILE,CONTEMPORARY
538,THE GOLEM S EYE,2004.0,JONATHAN STROUD,810.84,486.504,6.99,SIMON AND SCHUSTER DIGITAL SALES INC,29808,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MAGIC,URBAN,MIDDLE GRADE,ADVENTURE,,AUDIOBOOK
539,UNACCUSTOMED EARTH,2008.0,JHUMPA LAHIRI,458.85,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,28296,FICTION,LITERARY FICTION,ADULT,SHORT STORIES,INDIA,CONTEMPORARY,LITERATURE,INDIANLITERATURE,BOOKCLUB,
540,THE EDGE OF NEVER,2012.0,J A  REDMERSKI,600.99,360.594,2.99,SIMON AND SCHUSTER DIGITAL SALES INC,5427,FICTION,ROMANCE,ADULT,NEWADULT,CONTEMPORARY,YOUNG ADULT,CHICKLIT,ROADTRIP,LOVE,
541,BETWEEN THE WORLD AND ME,2015.0,TA NEHISI COATES,523.25,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,4725,NONFICTION,BIOGRAPHY,MEMOIR,RACE,HISTORY,SOCIALJUSTICE,POLITICS,ESSAYS,AFRICANAMERICAN,AUDIOBOOK
542,HOUSE RULES,2010.0,JODI PICOULT,4084.35,2450.61,11.19,HARPERCOLLINS PUBLISHERS,365,FICTION,MYSTERY,ADULT,CONTEMPORARY,AUTISTICSPECTRUMDISORDER,CHICKLIT,DRAMA,REALISTIC,FAMILY,
543,THE TRUTH ABOUT FOREVER,2004.0,SARAH DESSEN,17964.0,0.0,4.99,AMAZON DIGITAL SERVICES   INC ,3600,FICTION,ROMANCE,YOUNG ADULT,CONTEMPORARY,CHICKLIT,REALISTIC,TEEN,HIGHSCHOOL,,
544,THE ALLOY OF LAW,2011.0,BRANDON SANDERSON,593.81,0.0,4.99,AMAZON DIGITAL SERVICES   INC ,38448,FICTION,SCIENCE FICTION,ADULT,FANTASY,STEAMPUNK,EPICFANTASY,HIGH,MAGIC,,AUDIOBOOK
545,BAG OF BONES,1998.0,STEPHEN KING,569.25,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,575,FICTION,MYSTERY,FANTASY,HORROR,THRILLER,PARANORMAL,SUSPENSE,SUPERNATURAL,GHOSTS,AUDIOBOOK
546,MY LIFE IN FRANCE,2006.0,JULIA CHILD  ALEX PRUD HOMME,1330.89,798.534,11.99,PENGUIN GROUP  USA  LLC,4400,NONFICTION,BIOGRAPHY,MEMOIR,FOOD,FRANCE,TRAVEL,COOKING,AUTOBIOGRAPHY,COOKBOOKS,AUDIOBOOK
547,REQUIEM,2013.0,LAUREN OLIVER,698.6,0.0,4.99,AMAZON DIGITAL SERVICES   INC ,55080,FICTION,ROMANCE,FANTASY,YOUNG ADULT,DYSTOPIA,SCIENCE FICTION,ADVENTURE,TEEN,POSTAPOCALYPTIC,AUDIOBOOK
548,THE SLOW REGARD OF SILENT THINGS,2014.0,PATRICK ROTHFUSS  NATE  TAYLOR,434.91,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,4240,FICTION,SCIENCE FICTION,ADULT,FANTASY,HIGH,NOVELLA,SHORT STORIES,EPICFANTASY,MAGIC,AUDIOBOOK
549,REWORK,2010.0,JASON FRIED  DAVID HEINEMEIER HANSSON,517.27,310.362,2.99,SIMON AND SCHUSTER DIGITAL SALES INC,4671,NONFICTION,SELFHELP,BUSINESS,ENTREPRENEURSHIP,MANAGEMENT,PRODUCTIVITY,LEADERSHIP,BUISNESS,PERSONALDEVELOPMENT,TECHNOLOGY
550,THE LIKENESS,2008.0,TANA FRENCH,803.85,482.31,6.99,PENGUIN GROUP  USA  LLC,2916,FICTION,MYSTERY,ADULT,CRIME,THRILLER,MYSTERY THRILLER,IRELAND,SUSPENSE,CONTEMPORARY,AUDIOBOOK
551,IN THE GARDEN OF BEASTS  LOVE  TERROR  AND AN AMERICAN FAMILY IN HITLER S BERLIN,2011.0,ERIK LARSON,392.04,235.224,0.99,AMAZON DIGITAL SERVICES   INC ,396,NONFICTION,BIOGRAPHY,HISTORICAL,HISTORY,WORLDWARII,WAR,GERMANY,POLITICS,HOLOCAUST,AUDIOBOOK
552,FIVE POINT SOMEONE  WHAT NOT TO DO AT IIT,2004.0,CHETAN BHAGAT,146.52,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,3996,FICTION,ROMANCE,YOUNG ADULT,INDIANLITERATURE,INDIA,CONTEMPORARY,NOVELS,HUMOR,DRAMA,COMEDY
553,SHADOW AND BONE,2012.0,LEIGH BARDUGO,678.3,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,4590,FICTION,ROMANCE,FANTASY,YOUNG ADULT,MAGIC,HIGH,ADVENTURE,PARANORMAL,,AUDIOBOOK
554,THE KILL ORDER,2012.0,JAMES DASHNER,1059.86,635.916,5.38,RANDOM HOUSE LLC,5319,FICTION,SCIENCE FICTION,FANTASY,YOUNG ADULT,DYSTOPIA,POSTAPOCALYPTIC,ADVENTURE,TEEN,ACTION,AUDIOBOOK
555,MAJOR PETTIGREW S LAST STAND,2010.0,HELEN SIMONSON,660.79,396.474,2.99,SIMON AND SCHUSTER DIGITAL SALES INC,5967,FICTION,ROMANCE,ADULT,CONTEMPORARY,BRITISH LITERATURE,HISTORICAL,BOOKCLUB,LITERARY FICTION,,AUDIOBOOK
556,OBSIDIAN,2011.0,JENNIFER L  ARMENTROUT,5191.67,3115.002,11.99,PENGUIN GROUP  USA  LLC,433,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,ALIENS,SCIENCE FICTION,SUPERNATURAL,URBAN,
557,PTOLEMY S GATE,2006.0,JONATHAN STROUD,1272.23,763.338,11.89,HARPERCOLLINS PUBLISHERS,107,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MAGIC,URBAN,ADVENTURE,MIDDLE GRADE,,AUDIOBOOK
558,LOVING FRANK,2007.0,NANCY HORAN,824.82,494.892,6.99,HACHETTE BOOK GROUP,35640,FICTION,ROMANCE,ADULT,HISTORICAL,BOOKCLUB,ARCHITECTURE,ART,,,AUDIOBOOK
559,THE MIST,1980.0,STEPHEN KING,340.86,204.516,2.99,AMAZON DIGITAL SERVICES   INC ,2916,FICTION,MYSTERY,FANTASY,HORROR,THRILLER,SCIENCE FICTION,PARANORMAL,SHORT STORIES,SUSPENSE,AUDIOBOOK
560,THE TWITS,1980.0,ROALD DAHL  QUENTIN BLAKE,855.27,513.162,7.31,RANDOM HOUSE LLC,33696,FICTION,CHILDRENS,FANTASY,CLASSICS,MIDDLE GRADE,HUMOR,YOUNG ADULT,NOVELS,BRITISH LITERATURE,COMEDY
561,FOUR PAST MIDNIGHT,1990.0,STEPHEN KING,640.22,384.132,5.38,HARPERCOLLINS PUBLISHERS,37368,FICTION,MYSTERY,FANTASY,HORROR,SHORT STORIES,THRILLER,SUSPENSE,SUPERNATURAL,ANTHOLOGIES,SCIENCE FICTION
562,THE LAST STRAW,2009.0,JEFF KINNEY,502.74,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,46440,FICTION,CHILDRENS,YOUNG ADULT,HUMOR,MIDDLE GRADE,REALISTIC,GRAPHICNOVELS,COMEDY,COMICS,DIARY
563,THE WIDE WINDOW,2000.0,LEMONY SNICKET  BRETT HELQUIST,161.37,96.822,0.99,AMAZON DIGITAL SERVICES   INC ,4401,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MIDDLE GRADE,MYSTERY,ADVENTURE,HUMOR,JUVENILE,AUDIOBOOK
564,THE AGE OF MIRACLES,2012.0,KAREN THOMPSON WALKER,1314.24,788.544,11.84,RANDOM HOUSE LLC,4400,FICTION,SCIENCE FICTION,ADULT,YOUNG ADULT,DYSTOPIA,COMING OF AGE,FANTASY,POSTAPOCALYPTIC,,AUDIOBOOK
565,THE SNOW CHILD,2012.0,EOWYN IVEY,125.73,75.438,0.99,AMAZON DIGITAL SERVICES   INC ,46872,FICTION,LITERARY FICTION,ADULT,HISTORICAL,FANTASY,MAGICAL REALISM,FAIRYTALES,BOOKCLUB,,
566,BLUE BLOODS,2006.0,MELISSA DE LA CRUZ,702.24,421.344,3.99,AMAZON DIGITAL SERVICES   INC ,4752,FICTION,ROMANCE,FANTASY,YOUNG ADULT,VAMPIRES,PARANORMAL,SUPERNATURAL,URBAN,ANGELS,
567,FULL DARK  NO STARS,2010.0,STEPHEN KING,640.93,384.558,5.99,RANDOM HOUSE LLC,107,FICTION,MYSTERY,FANTASY,HORROR,SHORT STORIES,THRILLER,SUSPENSE,ANTHOLOGIES,CRIME,AUDIOBOOK
568,STIFF  THE CURIOUS LIVES OF HUMAN CADAVERS,2003.0,MARY ROACH,4473.0,2683.8,10.65,RANDOM HOUSE LLC,420,NONFICTION,SCIENCE,ADULT,HUMOR,MEDICAL,MEDICINE,DEATH,HISTORY,BIOLOGY,AUDIOBOOK
569,LINGER,2010.0,MAGGIE STIEFVATER,376.11,0.0,1.99,AMAZON DIGITAL SERVICES   INC ,5103,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,WEREWOLVES,SUPERNATURAL,URBAN,,
570,THE ARCTIC INCIDENT,2002.0,EOIN COLFER,642.85,385.71,2.99,AMAZON DIGITAL SERVICES   INC ,5805,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,MIDDLE GRADE,SCIENCE FICTION,ADVENTURE,MAGIC,URBAN,AUDIOBOOK
571,DUMA KEY,2008.0,STEPHEN KING,844.74,506.844,7.41,MACMILLAN,2889,FICTION,MYSTERY,FANTASY,HORROR,THRILLER,SUPERNATURAL,SUSPENSE,PARANORMAL,NOVELS,AUDIOBOOK
572,THE SUMMER I TURNED PRETTY,2009.0,JENNY HAN,610.47,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,4131,FICTION,ROMANCE,YOUNG ADULT,CONTEMPORARY,CHICKLIT,REALISTIC,,,,AUDIOBOOK
